//level	unitx	unity	blockx	blocky	province_code	proname
1	25	11	6454	2985	310000	上海市	
1	25	11	6454	2986	310000	上海市	
1	25	11	6455	2985	310000	上海市	
1	25	11	6455	2986	310000	上海市	
1	25	11	6455	2987	310000	上海市	
1	25	11	6455	2988	310000	上海市	
1	25	11	6456	2984	310000	上海市	
1	25	11	6456	2985	310000	上海市	
1	25	11	6456	2986	310000	上海市	
1	25	11	6456	2987	310000	上海市	
1	25	11	6456	2988	310000	上海市	
1	25	11	6456	2989	310000	上海市	
1	25	11	6457	2977	310000	上海市	
1	25	11	6457	2978	310000	上海市	
1	25	11	6457	2979	310000	上海市	
1	25	11	6457	2980	310000	上海市	
1	25	11	6457	2981	310000	上海市	
1	25	11	6457	2982	310000	上海市	
1	25	11	6457	2983	310000	上海市	
1	25	11	6457	2984	310000	上海市	
1	25	11	6457	2985	310000	上海市	
1	25	11	6457	2986	310000	上海市	
1	25	11	6457	2987	310000	上海市	
1	25	11	6457	2988	310000	上海市	
1	25	11	6457	2989	310000	上海市	
1	25	11	6458	2976	310000	上海市	
1	25	11	6458	2977	310000	上海市	
1	25	11	6458	2978	310000	上海市	
1	25	11	6458	2979	310000	上海市	
1	25	11	6458	2980	310000	上海市	
1	25	11	6458	2981	310000	上海市	
1	25	11	6458	2982	310000	上海市	
1	25	11	6458	2983	310000	上海市	
1	25	11	6458	2984	310000	上海市	
1	25	11	6458	2985	310000	上海市	
1	25	11	6458	2986	310000	上海市	
1	25	11	6458	2987	310000	上海市	
1	25	11	6458	2988	310000	上海市	
1	25	11	6458	2989	310000	上海市	
1	25	11	6459	2976	310000	上海市	
1	25	11	6459	2977	310000	上海市	
1	25	11	6459	2978	310000	上海市	
1	25	11	6459	2979	310000	上海市	
1	25	11	6459	2980	310000	上海市	
1	25	11	6459	2981	310000	上海市	
1	25	11	6459	2982	310000	上海市	
1	25	11	6459	2983	310000	上海市	
1	25	11	6459	2984	310000	上海市	
1	25	11	6459	2985	310000	上海市	
1	25	11	6459	2986	310000	上海市	
1	25	11	6459	2987	310000	上海市	
1	25	11	6459	2988	310000	上海市	
1	25	11	6459	2989	310000	上海市	
1	25	11	6460	2976	310000	上海市	
1	25	11	6460	2977	310000	上海市	
1	25	11	6460	2978	310000	上海市	
1	25	11	6460	2979	310000	上海市	
1	25	11	6460	2980	310000	上海市	
1	25	11	6460	2981	310000	上海市	
1	25	11	6460	2982	310000	上海市	
1	25	11	6460	2983	310000	上海市	
1	25	11	6460	2984	310000	上海市	
1	25	11	6460	2985	310000	上海市	
1	25	11	6460	2986	310000	上海市	
1	25	11	6460	2987	310000	上海市	
1	25	11	6460	2988	310000	上海市	
1	25	11	6460	2989	310000	上海市	
1	25	11	6461	2977	310000	上海市	
1	25	11	6461	2978	310000	上海市	
1	25	11	6461	2979	310000	上海市	
1	25	11	6461	2980	310000	上海市	
1	25	11	6461	2981	310000	上海市	
1	25	11	6461	2982	310000	上海市	
1	25	11	6461	2983	310000	上海市	
1	25	11	6461	2984	310000	上海市	
1	25	11	6461	2985	310000	上海市	
1	25	11	6461	2986	310000	上海市	
1	25	11	6461	2987	310000	上海市	
1	25	11	6461	2988	310000	上海市	
1	25	11	6461	2989	310000	上海市	
1	25	11	6462	2977	310000	上海市	
1	25	11	6462	2978	310000	上海市	
1	25	11	6462	2979	310000	上海市	
1	25	11	6462	2980	310000	上海市	
1	25	11	6462	2981	310000	上海市	
1	25	11	6462	2982	310000	上海市	
1	25	11	6462	2983	310000	上海市	
1	25	11	6462	2984	310000	上海市	
1	25	11	6462	2985	310000	上海市	
1	25	11	6462	2986	310000	上海市	
1	25	11	6462	2987	310000	上海市	
1	25	11	6462	2988	310000	上海市	
1	25	11	6462	2989	310000	上海市	
1	25	11	6463	2959	310000	上海市	
1	25	11	6463	2960	310000	上海市	
1	25	11	6463	2961	310000	上海市	
1	25	11	6463	2965	310000	上海市	
1	25	11	6463	2966	310000	上海市	
1	25	11	6463	2967	310000	上海市	
1	25	11	6463	2968	310000	上海市	
1	25	11	6463	2969	310000	上海市	
1	25	11	6463	2970	310000	上海市	
1	25	11	6463	2971	310000	上海市	
1	25	11	6463	2972	310000	上海市	
1	25	11	6463	2973	310000	上海市	
1	25	11	6463	2974	310000	上海市	
1	25	11	6463	2975	310000	上海市	
1	25	11	6463	2976	310000	上海市	
1	25	11	6463	2977	310000	上海市	
1	25	11	6463	2978	310000	上海市	
1	25	11	6463	2979	310000	上海市	
1	25	11	6463	2980	310000	上海市	
1	25	11	6463	2981	310000	上海市	
1	25	11	6463	2982	310000	上海市	
1	25	11	6463	2983	310000	上海市	
1	25	11	6463	2984	310000	上海市	
1	25	11	6463	2985	310000	上海市	
1	25	11	6463	2986	310000	上海市	
1	25	11	6463	2987	310000	上海市	
1	25	11	6463	2988	310000	上海市	
1	25	11	6463	2989	310000	上海市	
1	25	11	6464	2959	310000	上海市	
1	25	11	6464	2960	310000	上海市	
1	25	11	6464	2961	310000	上海市	
1	25	11	6464	2962	310000	上海市	
1	25	11	6464	2964	310000	上海市	
1	25	11	6464	2965	310000	上海市	
1	25	11	6464	2966	310000	上海市	
1	25	11	6464	2967	310000	上海市	
1	25	11	6464	2968	310000	上海市	
1	25	11	6464	2969	310000	上海市	
1	25	11	6464	2970	310000	上海市	
1	25	11	6464	2971	310000	上海市	
1	25	11	6464	2972	310000	上海市	
1	25	11	6464	2973	310000	上海市	
1	25	11	6464	2974	310000	上海市	
1	25	11	6464	2975	310000	上海市	
1	25	11	6464	2976	310000	上海市	
1	25	11	6464	2977	310000	上海市	
1	25	11	6464	2978	310000	上海市	
1	25	11	6464	2979	310000	上海市	
1	25	11	6464	2980	310000	上海市	
1	25	11	6464	2981	310000	上海市	
1	25	11	6464	2982	310000	上海市	
1	25	11	6464	2983	310000	上海市	
1	25	11	6464	2984	310000	上海市	
1	25	11	6464	2985	310000	上海市	
1	25	11	6464	2986	310000	上海市	
1	25	11	6464	2987	310000	上海市	
1	25	11	6464	2988	310000	上海市	
1	25	11	6464	2989	310000	上海市	
1	25	11	6465	2959	310000	上海市	
1	25	11	6465	2960	310000	上海市	
1	25	11	6465	2961	310000	上海市	
1	25	11	6465	2962	310000	上海市	
1	25	11	6465	2963	310000	上海市	
