26374	15872	0
26375	15872	0
26377	15872	0
26397	15872	0
26402	15872	0
26403	15872	0
26404	15872	0
26405	15872	0
26406	15872	0
26407	15872	0
26425	15872	0
26426	15872	0
26427	15872	0
26430	15872	0
26434	15872	0
26435	15872	0
26441	15872	0
26442	15872	0
26443	15872	0
26444	15872	0
26448	15872	0
26453	15872	0
26458	15872	0
26467	15872	0
26484	15872	0
26486	15872	0
26495	15872	0
26512	15872	0
26520	15872	0
26537	15872	0
26546	15872	0
26550	15872	0
26552	15872	0
26557	15872	0
26560	15872	0
26562	15872	0
26575	15872	0
26576	15872	0
26577	15872	0
26588	15872	0
26589	15872	0
26603	15872	0
26605	15872	0
26376	15873	0
26396	15873	0
26405	15873	0
26407	15873	0
26410	15873	0
26411	15873	0
26412	15873	0
26424	15873	0
26425	15873	0
26426	15873	0
26434	15873	0
26435	15873	0
26441	15873	0
26450	15873	0
26453	15873	0
26519	15873	0
26545	15873	0
26560	15873	0
26561	15873	0
26562	15873	0
26576	15873	0
26588	15873	0
26376	15874	0
26393	15874	0
26404	15874	0
26407	15874	0
26408	15874	0
26412	15874	0
26413	15874	0
26423	15874	0
26424	15874	0
26425	15874	0
26426	15874	0
26427	15874	0
26444	15874	0
26445	15874	0
26472	15874	0
26473	15874	0
26516	15874	0
26519	15874	0
26553	15874	0
26568	15874	0
26578	15874	0
26583	15874	0
26594	15874	0
26368	15875	0
26373	15875	0
26377	15875	0
26408	15875	0
26410	15875	0
26422	15875	0
26423	15875	0
26424	15875	0
26425	15875	0
26426	15875	0
26445	15875	0
26485	15875	0
26524	15875	0
26548	15875	0
26577	15875	0
26588	15875	0
26589	15875	0
26605	15875	0
26606	15875	0
26370	15876	0
26405	15876	0
26407	15876	0
26408	15876	0
26409	15876	0
26410	15876	0
26411	15876	0
26412	15876	0
26413	15876	0
26414	15876	0
26415	15876	0
26419	15876	0
26420	15876	0
26421	15876	0
26422	15876	0
26423	15876	0
26425	15876	0
26426	15876	0
26433	15876	0
26438	15876	0
26444	15876	0
26563	15876	0
26577	15876	0
26600	15876	0
26608	15876	0
26406	15877	0
26408	15877	0
26410	15877	0
26411	15877	0
26412	15877	0
26413	15877	0
26419	15877	0
26420	15877	0
26423	15877	0
26432	15877	0
26433	15877	0
26434	15877	0
26435	15877	0
26436	15877	0
26437	15877	0
26444	15877	0
26445	15877	0
26454	15877	0
26455	15877	0
26472	15877	0
26488	15877	0
26572	15877	0
26579	15877	0
26598	15877	0
26599	15877	0
26601	15877	0
26408	15878	0
26414	15878	0
26415	15878	0
26416	15878	0
26419	15878	0
26420	15878	0
26433	15878	0
26434	15878	0
26438	15878	0
26439	15878	0
26440	15878	0
26443	15878	0
26444	15878	0
26445	15878	0
26466	15878	0
26478	15878	0
26541	15878	0
26569	15878	0
